SP,N,Tipo,ID_Agente,Reserva,Utilidad,Ansiedad,Frustracion
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,0.534183,0.826
9,8,Afectivo,2,996.0,0.0,0.503215,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,0.655011,0.826
9,8,Afectivo,2,996.0,0.0,0.643836,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,0.655011,0.826
9,8,Afectivo,2,996.0,0.0,0.643836,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,0.762129,0.826
9,8,Afectivo,2,996.0,0.0,0.753209,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,0.762129,0.826
9,8,Afectivo,2,996.0,0.0,0.753209,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,0.895626,0.826
9,8,Afectivo,2,996.0,0.0,0.854918,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,0.895626,0.826
9,8,Afectivo,2,996.0,0.0,0.854918,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,0.958148,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,0.958148,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,8,Afectivo,1,365.0,0.025,1.0,0.826
9,8,Afectivo,2,996.0,0.0,1.0,0.977
9,8,Racional,3,596.0,0.032,,
9,8,Racional,4,842.0,0.046,,
9,9,Afectivo,1,365.0,0.014,1.0,0.994
9,9,Afectivo,2,996.0,0.066,1.0,0.906
9,9,Racional,3,596.0,0.032,,
9,9,Racional,4,842.0,0.046,,
10,9,Afectivo,1,365.0,0.014,1.0,0.994
10,9,Afectivo,2,996.0,0.066,1.0,0.906
10,9,Racional,3,596.0,0.032,,
10,9,Racional,4,842.0,0.046,,
10,9,Afectivo,1,440.0,0.014,0.112644,0.994
10,9,Afectivo,2,190.0,0.066,0.110248,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,0.112644,0.994
10,9,Afectivo,2,190.0,0.066,0.110248,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,0.251292,0.994
10,9,Afectivo,2,190.0,0.066,0.225915,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,0.251292,0.994
10,9,Afectivo,2,190.0,0.066,0.225915,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,0.369546,0.994
10,9,Afectivo,2,190.0,0.066,0.363759,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,0.369546,0.994
10,9,Afectivo,2,190.0,0.066,0.363759,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,0.493111,0.994
10,9,Afectivo,2,190.0,0.066,0.472839,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,0.493111,0.994
10,9,Afectivo,2,190.0,0.066,0.472839,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,0.639487,0.994
10,9,Afectivo,2,190.0,0.066,0.581819,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,0.639487,0.994
10,9,Afectivo,2,190.0,0.066,0.581819,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,0.785213,0.994
10,9,Afectivo,2,190.0,0.066,0.723103,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,0.785213,0.994
10,9,Afectivo,2,190.0,0.066,0.723103,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,0.898927,0.994
10,9,Afectivo,2,190.0,0.066,0.856515,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,0.898927,0.994
10,9,Afectivo,2,190.0,0.066,0.856515,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,9,Afectivo,1,440.0,0.014,1.0,0.994
10,9,Afectivo,2,190.0,0.066,1.0,0.906
10,9,Racional,3,954.0,0.032,,
10,9,Racional,4,1320.0,0.046,,
10,10,Afectivo,1,440.0,0.00084,1.0,1.0
10,10,Afectivo,2,190.0,0.024,1.0,1.0
10,10,Racional,3,954.0,0.032,,
10,10,Racional,4,1320.0,0.06,,
10,10,Afectivo,1,440.0,0.00084,1.0,1.0
10,10,Afectivo,2,190.0,0.024,1.0,1.0
10,10,Racional,3,954.0,0.032,,
10,10,Racional,4,1320.0,0.06,,
1,0,Afectivo,1,38.2,0.0,0.143003,0.0
1,0,Afectivo,2,163.0,0.0,0.119802,0.0
1,0,Racional,3,372.0,0.0,,
1,0,Racional,4,274.0,0.0,,
1,0,Afectivo,1,38.2,0.0,0.143003,0.0
1,0,Afectivo,2,163.0,0.0,0.119802,0.0
1,0,Racional,3,372.0,0.0,,
1,0,Racional,4,274.0,0.0,,
1,0,Afectivo,1,38.2,0.0,0.262598,0.0
1,0,Afectivo,2,163.0,0.0,0.232099,0.0
1,0,Racional,3,372.0,0.0,,
1,0,Racional,4,274.0,0.0,,
1,0,Afectivo,1,38.2,0.0,0.262598,0.0
1,0,Afectivo,2,163.0,0.0,0.232099,0.0
1,0,Racional,3,372.0,0.0,,
1,0,Racional,4,274.0,0.0,,
1,0,Afectivo,1,38.2,0.0,0.388042,0.0
1,0,Afectivo,2,163.0,0.0,0.347609,0.0
1,0,Racional,3,372.0,0.0,,
1,0,Racional,4,274.0,0.0,,
1,0,Afectivo,1,38.2,0.0,0.388042,0.0
1,0,Afectivo,2,163.0,0.0,0.347609,0.0
1,0,Racional,3,372.0,0.0,,
1,0,Racional,4,274.0,0.0,,
1,0,Afectivo,1,38.2,0.0,0.535099,0.0
1,0,Afectivo,2,163.0,0.0,0.477693,0.0
1,0,Racional,3,372.0,0.0,,
1,0,Racional,4,274.0,0.0,,
1,0,Afectivo,1,38.2,0.0,0.535099,0.0
1,0,Afectivo,2,163.0,0.0,0.477693,0.0
1,0,Racional,3,372.0,0.0,,
1,0,Racional,4,274.0,0.0,,
1,0,Afectivo,1,38.2,0.0,0.657782,0.0
1,0,Afectivo,2,163.0,0.0,0.608916,0.0
